customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count,tenure_days,churn_risk,complaints_total,escalated_any,avg_csat,score_decile
4374-YHDLZ,2023-12-08,Refferal,2025-12-08,Standard,Monthly,2025-08-26,No longer needed,15.99,306,73,1,madhavi,India,Karnataka,Male,2007-08-04,2024-12-24,1,10.0,1.0,627.0,high,1,1,10.0,10
4396-RRMWO,2023-11-12,Organic,2025-11-12,Basic,Monthly,2025-04-26,Billing issue,7.99,153,86,1,deepak,India,Uttar Pradesh,Female,1960-03-13,2025-02-14,1,50.0,1.0,531.0,high,1,1,50.0,10
4426-BFKBI,2020-09-17,Paid,2026-09-17,Standard,Annual,,,13.99,1373,31,0,deepak,India,Maharashtra,Male,2005-02-06,2022-06-03,0,80.0,1.0,2182.0,low,1,0,80.0,3
4441-AMONH,2020-12-29,Refferal,2026-12-29,Basic,Annual,2026-03-28,Technical problems,7.99,553,25,1,priya,India,Delhi,Male,1991-07-23,,0,,,1915.0,low,0,0,,2
4443-CUXSW,2025-03-26,Paid,2027-03-26,Premium,Annual,,,22.99,882,4,0,varun,India,Karnataka,Female,1963-03-02,,0,,,531.0,low,0,0,,1
4443-EQIYH,2025-05-29,Paid,2027-05-29,Standard,Annual,,,15.99,740,31,0,nandini,India,Gujarat,Male,2000-03-24,,0,,,467.0,low,0,0,,3
4452-PEQYD,2022-11-03,Organic,2026-11-03,Standard,Annual,,,15.99,1223,49,0,lalita,India,Rajasthan,Male,2004-12-11,2025-11-26,1,40.0,1.0,1405.0,low,1,1,40.0,6
4455-UACHR,2022-01-22,Organic,2024-01-22,Premium,Monthly,2023-04-28,Too expensive,25.99,450,54,1,kartik,India,Maharashtra,Male,1972-05-20,2022-05-21,0,40.0,1.0,461.0,med,1,0,40.0,6
4457-CUYXT,2021-07-06,Paid,2027-07-06,Standard,Monthly,2026-08-02,Billing issue,15.99,1088,71,1,chitra,India,Punjab,Male,2004-05-22,2023-06-07,1,50.0,1.0,1853.0,high,1,1,50.0,9
4487-EVTBF,2024-06-15,Paid,2027-06-15,Standard,Annual,,,15.99,835,47,0,sameer,India,Punjab,Male,1964-06-17,,0,,,815.0,low,0,0,,5
4495-ULIUR,2023-04-03,Organic,2024-04-03,Basic,Monthly,2023-05-26,No longer needed,7.99,60,67,1,lalita,India,Tamil Nadu,Male,1986-03-27,2023-05-23,0,30.0,3.0,53.0,med,3,0,46.7,9
4504-FCOXB,2025-12-11,Organic,2026-12-11,Standard,Monthly,,,15.99,386,45,0,vishal,India,Gujarat,Female,1966-02-12,,0,,,271.0,low,0,0,,5
4518-UQXDA,2023-06-12,Organic,2027-06-12,Basic,Annual,,,6.99,438,40,0,suresh,India,Tamil Nadu,Male,1996-06-15,2026-05-22,0,100.0,3.0,1184.0,low,3,0,76.7,4
4520-SZWCG,2021-10-17,Paid,2026-10-17,Basic,Annual,,,6.99,645,27,0,nikhil,India,Karnataka,Female,2001-09-07,,0,,,1787.0,low,0,0,,2
4528-NTREH,2024-07-09,Organic,2027-07-09,Premium,Annual,,,25.99,1289,40,0,riya,India,Uttar Pradesh,Male,1961-01-08,2025-07-21,1,30.0,1.0,791.0,low,1,1,30.0,4
4538-YASVX,2024-06-02,Organic,2025-06-02,Basic,Monthly,2024-10-02,Switched to competitor,7.99,60,61,1,bhavna,India,Maharashtra,Male,1971-01-16,,0,,,122.0,med,0,0,,8
4562-FCDSN,2023-05-26,Organic,2027-05-26,Standard,Annual,,,13.99,781,28,0,naveen,India,Punjab,Male,1964-04-26,,0,,,1201.0,low,0,0,,2
4566-LWKHJ,2020-07-08,Refferal,2022-07-08,Basic,Monthly,2021-09-20,Too expensive,6.99,106,63,1,prakash,India,Madhya Pradesh,Male,1992-05-13,2020-12-01,1,10.0,1.0,439.0,med,1,1,10.0,8
4574-GTZGU,2022-05-22,Paid,2027-05-22,Standard,Monthly,,,15.99,1085,65,0,manish,India,Kerala,Male,1988-11-24,2025-04-18,0,70.0,2.0,1570.0,med,2,0,75.0,8
4578-EXUZW,2020-02-23,Organic,2027-02-23,Premium,Annual,,,22.99,2520,1,0,shreya,India,Telangana,Male,1980-08-08,,0,,,2389.0,low,0,0,,1
4585-RCZJA,2026-04-01,Paid,2027-04-01,Basic,Annual,,,6.99,249,49,0,divya,India,Telangana,Female,1986-10-22,2026-05-04,0,100.0,1.0,160.0,low,1,0,100.0,6
4607-WBCNT,2020-08-23,Paid,2027-08-23,Standard,Annual,,,15.99,1649,29,0,aniket,India,Odisha,Female,1996-06-28,,0,,,2207.0,low,0,0,,2
4629-DRMIF,2026-05-18,Paid,2027-05-18,Standard,Annual,,,13.99,377,24,0,lakshmi,India,Delhi,Male,1989-03-06,,0,,,113.0,low,0,0,,2
4635-RYLFT,2024-05-23,Paid,2027-05-23,Premium,Annual,,,22.99,1318,25,0,nikhil,India,Maharashtra,Female,1978-10-13,,0,,,838.0,low,0,0,,2
4638-OATYM,2023-08-26,Paid,2024-08-26,Basic,Monthly,2023-12-18,Technical problems,7.99,60,79,1,rakesh,India,Telangana,Female,2006-01-04,2023-11-11,1,30.0,1.0,114.0,high,1,1,30.0,10
4643-LGDVC,2025-01-01,Paid,2026-01-01,Premium,Monthly,2025-10-06,No longer needed,22.99,195,73,1,riya,India,Delhi,Female,1991-11-16,2025-07-05,0,50.0,1.0,278.0,high,1,0,50.0,10
4667-ESEKV,2019-08-24,Organic,2027-08-24,Standard,Annual,,,15.99,1867,19,0,sanjay,India,Delhi,Male,1993-11-27,2023-08-07,0,90.0,2.0,2572.0,low,2,0,90.0,1
4671-UBCHM,2020-05-01,Organic,2027-05-01,Standard,Annual,,,15.99,1651,23,0,yash,India,Maharashtra,Male,2004-01-12,,0,,,2321.0,low,0,0,,2
4678-XKUFG,2022-08-15,Organic,2027-08-15,Basic,Monthly,,,7.99,443,46,0,neha,India,Telangana,Male,2002-11-27,,0,,,1485.0,low,0,0,,5
4683-IXSEY,2023-06-19,Paid,2026-06-19,Standard,Monthly,2026-03-21,Technical problems,15.99,517,73,1,aarti,India,Delhi,Male,1984-04-08,2024-10-28,1,10.0,2.0,1006.0,high,2,1,25.0,10
4684-YCOXU,2021-04-07,Paid,2027-04-07,Standard,Monthly,,,13.99,1244,79,0,rahul,India,Karnataka,Male,2003-03-30,2025-02-13,0,70.0,2.0,1980.0,high,2,1,55.0,10
4686-MMKLO,2021-08-25,Paid,2026-08-25,Basic,Monthly,2025-10-02,Too expensive,6.99,401,78,1,nandini,India,Maharashtra,Female,1991-09-04,2021-11-25,1,20.0,1.0,1499.0,high,1,1,20.0,10
4695-IAUIR,2023-04-08,Organic,2027-04-08,Standard,Annual,,,13.99,959,23,0,ravi,India,Tamil Nadu,Female,1981-12-09,,0,,,1249.0,low,0,0,,2
4710-ESCSZ,2020-10-19,Paid,2025-10-19,Standard,Monthly,2025-03-01,Moved to family plan,13.99,738,79,1,shreya,India,Punjab,Male,1966-09-12,2025-02-23,1,20.0,2.0,1594.0,high,2,1,40.0,10
4715-SHUOL,2025-04-25,Organic,2027-04-25,Standard,Monthly,,,15.99,364,51,0,akash,India,Delhi,Male,2003-12-08,2026-08-25,0,100.0,1.0,501.0,med,1,0,100.0,6
4728-TPWIH,2024-09-17,Organic,2026-09-17,Basic,Annual,,,6.99,419,40,0,mohan,India,Gujarat,Male,1987-05-02,,0,,,721.0,low,0,0,,4
4731-RYHGT,2026-07-25,Paid,2027-07-25,Basic,Monthly,,,6.99,98,70,0,kartik,India,Rajasthan,Male,2003-02-12,2026-08-25,0,70.0,1.0,45.0,high,1,0,70.0,9
4738-UEFUE,2025-11-03,Organic,2026-11-03,Standard,Monthly,,,13.99,323,55,0,akash,India,Delhi,Female,1987-01-04,2026-01-23,0,80.0,1.0,309.0,med,1,0,80.0,7
4743-BLJVW,2025-04-10,Organic,2026-04-10,Standard,Monthly,2025-05-13,Moved to family plan,13.99,60,67,1,pallavi,India,Kerala,Male,1984-03-15,2025-05-11,0,30.0,3.0,33.0,med,3,0,36.7,9
4749-JISNP,2022-03-29,Organic,2026-03-29,Premium,Monthly,2026-01-20,Technical problems,22.99,1057,48,1,sonal,India,West Bengal,Female,1969-03-25,2022-09-03,0,30.0,1.0,1393.0,low,1,0,30.0,5
4759-MRNST,2020-08-06,Paid,2027-08-06,Standard,Monthly,,,13.99,1158,60,0,rohit,India,Telangana,Female,1986-02-15,,0,,,2224.0,med,0,0,,8
4761-XFRLC,2022-06-27,Organic,2027-06-27,Standard,Monthly,,,13.99,929,60,0,mahesh,India,Maharashtra,Female,1963-03-27,2026-06-10,0,90.0,2.0,1534.0,med,2,0,85.0,8
4772-MDFCO,2023-07-08,Refferal,2025-07-08,Basic,Monthly,2024-10-19,Too expensive,7.99,116,78,1,sunita,India,Maharashtra,Female,2001-05-09,2024-08-11,0,40.0,2.0,469.0,high,2,1,40.0,10
4776-SPBPB,2024-10-06,Refferal,2026-10-06,Premium,Monthly,,,25.99,861,67,0,divya,India,Nagaland,Male,2005-01-03,2026-05-31,1,80.0,4.0,702.0,med,4,1,70.0,9
4780-FZEMN,2025-12-19,Refferal,2026-12-19,Basic,Monthly,,,6.99,147,46,0,isha,India,Rajasthan,Male,2007-09-07,,0,,,263.0,low,0,0,,5
4800-WUHGU,2022-07-11,Organic,2027-07-11,Basic,Monthly,,,7.99,442,43,0,nisha,India,Madhya Pradesh,Male,1990-08-05,,0,,,1520.0,low,0,0,,5
4822-JRQHZ,2025-09-07,Paid,2027-09-07,Basic,Annual,,,7.99,283,31,0,anjali,India,Haryana,Female,1998-02-06,2026-07-26,0,80.0,1.0,366.0,low,1,0,80.0,3
4883-KAEXI,2021-01-23,Organic,2026-01-23,Basic,Monthly,2025-02-27,Billing issue,7.99,402,75,1,amit,India,Maharashtra,Male,2003-09-11,2024-09-16,0,50.0,1.0,1496.0,high,1,0,50.0,10
4905-ACDMP,2023-10-11,Refferal,2026-10-11,Premium,Monthly,,,25.99,1385,28,0,neha,India,Kerala,Female,1996-09-14,2025-12-31,0,70.0,2.0,1063.0,low,2,0,60.0,2
4905-KFKDA,2024-03-12,Paid,2027-03-12,Basic,Annual,,,7.99,490,55,0,anjali,India,Uttar Pradesh,Male,1961-11-07,2024-04-11,0,70.0,1.0,910.0,med,1,0,70.0,7
4920-WJZUF,2026-07-01,Organic,2027-07-01,Basic,Monthly,2026-08-14,Too expensive,7.99,60,57,1,prakash,India,Rajasthan,Male,1969-09-23,2026-08-06,0,60.0,1.0,44.0,med,1,0,60.0,7
4927-SRLIQ,2024-12-17,Organic,2025-12-17,Basic,Monthly,2025-04-29,Moved to family plan,7.99,60,90,1,girish,India,Maharashtra,Male,2007-05-31,2025-04-13,1,30.0,2.0,133.0,high,2,1,40.0,10
4939-AHWNQ,2026-08-05,Refferal,2027-08-05,Premium,Annual,,,25.99,831,1,0,vishal,India,Delhi,Female,1964-02-13,,0,,,34.0,low,0,0,,1
4943-XHMSB,2021-07-11,Refferal,2027-07-11,Premium,Annual,,,25.99,1808,9,0,trisha,India,Rajasthan,Male,1998-11-14,,0,,,1885.0,low,0,0,,1
4947-LWSED,2023-03-15,Paid,2027-03-15,Premium,Monthly,,,22.99,1509,64,0,aisha,India,Kerala,Male,1988-04-28,,0,,,1273.0,med,0,0,,8
4948-XSTCF,2021-02-03,Paid,2027-02-03,Premium,Annual,,,22.99,2693,46,0,aisha,India,Gujarat,Male,1992-03-28,2021-12-27,1,80.0,1.0,2043.0,low,1,1,80.0,5
4960-WEEUV,2022-08-31,Paid,2027-08-31,Premium,Annual,,,25.99,2036,35,0,nisha,India,Delhi,Female,1988-02-10,2025-11-18,0,60.0,3.0,1469.0,low,3,0,80.0,3
4967-KDXQI,2019-11-23,Refferal,2026-11-23,Standard,Monthly,,,15.99,1627,24,0,rahul,India,Delhi,Female,1971-04-04,,0,,,2481.0,low,0,0,,2
4968-ZPVED,2021-02-09,Paid,2024-02-09,Basic,Monthly,2023-12-30,Technical problems,7.99,275,77,1,swati,India,Bihar,Male,1973-11-06,2023-09-28,0,50.0,3.0,1054.0,high,3,1,26.7,10
4977-BOETR,2025-08-21,Organic,2026-08-21,Basic,Monthly,2026-07-26,No longer needed,7.99,87,72,1,vikram,India,Tamil Nadu,Female,1979-07-08,,0,,,339.0,high,0,0,,9
4978-MIPFN,2025-11-09,Paid,2026-11-09,Basic,Annual,2026-02-13,Moved to family plan,6.99,60,59,1,priya,India,Uttar Pradesh,Male,1977-01-19,2026-01-20,1,30.0,2.0,96.0,med,2,1,40.0,7
4994-KFNXM,2020-05-10,Refferal,2025-05-10,Standard,Monthly,2024-11-13,Billing issue,13.99,753,58,1,tarun,India,Telangana,Female,1973-02-04,2021-08-03,1,30.0,1.0,1648.0,med,1,1,30.0,7
5033-WXDYP,2024-10-09,Organic,2026-10-09,Basic,Monthly,,,7.99,289,65,0,siddharth,India,Tamil Nadu,Male,1999-05-24,2026-05-29,0,100.0,1.0,699.0,med,1,0,100.0,8
5055-LCRBV,2021-03-29,Organic,2027-03-29,Basic,Monthly,,,6.99,561,43,0,ravindra,India,Telangana,Male,1989-01-15,,0,,,1989.0,low,0,0,,5
5056-OADGC,2022-03-19,Organic,2027-03-19,Standard,Annual,,,13.99,1380,26,0,aniket,India,Tamil Nadu,Female,2002-05-04,,0,,,1634.0,low,0,0,,2
5064-OGNHR,2021-09-10,Paid,2026-09-10,Basic,Monthly,,,6.99,502,60,0,priya,India,Kerala,Male,1974-12-10,,0,,,1824.0,med,0,0,,8
5077-XIFJE,2024-10-15,Paid,2026-10-15,Basic,Monthly,2026-07-23,Too expensive,6.99,122,73,1,chitra,India,Haryana,Male,1986-02-03,2024-11-17,0,40.0,1.0,646.0,high,1,0,40.0,10
5083-JNYBZ,2024-06-17,Organic,2025-06-17,Basic,Monthly,2025-04-18,Switched to competitor,6.99,84,57,1,vishal,India,Madhya Pradesh,Female,1977-11-01,2024-11-23,0,60.0,1.0,305.0,med,1,0,60.0,7
5083-RIYNH,2022-09-27,Paid,2026-09-27,Standard,Annual,,,13.99,876,33,0,akash,India,Telangana,Female,1980-08-16,2026-08-16,1,60.0,1.0,1442.0,low,1,1,60.0,3
5086-SNRON,2026-07-13,Organic,2027-07-13,Basic,Monthly,,,7.99,96,56,0,trisha,India,Uttar Pradesh,Male,1994-10-08,,0,,,57.0,med,0,0,,7
5120-YFKFV,2024-06-20,Refferal,2027-06-20,Basic,Annual,,,6.99,380,34,0,kiran,India,West Bengal,Female,2001-04-14,,0,,,810.0,low,0,0,,3
5125-MXKZB,2023-01-28,Refferal,2025-01-28,Basic,Monthly,2024-07-03,No longer needed,6.99,126,86,1,raghav,India,Kerala,Female,1961-12-22,2024-06-05,0,30.0,4.0,522.0,high,4,1,45.0,10
5139-RNAAY,2025-03-26,Paid,2026-03-26,Premium,Monthly,2025-11-29,Too expensive,25.99,175,57,1,meera,India,Telangana,Male,1993-05-13,2025-05-24,0,30.0,1.0,248.0,med,1,0,30.0,7
5150-SHZQU,2024-08-26,Paid,2026-08-26,Basic,Monthly,2026-04-09,No longer needed,6.99,124,95,1,neha,India,West Bengal,Female,2002-02-21,2025-04-29,0,60.0,2.0,591.0,high,2,1,45.0,10
5165-UPJPZ,2019-09-08,Organic,2027-09-08,Basic,Monthly,,,6.99,546,52,0,lalita,India,Rajasthan,Male,1993-03-20,,0,,,2557.0,med,0,0,,6
5169-CAKZX,2024-08-16,Refferal,2027-08-16,Premium,Monthly,,,22.99,883,41,0,aditya,India,Gujarat,Female,1964-09-11,,0,,,753.0,low,0,0,,4
5183-YNAWT,2020-04-06,Paid,2027-04-06,Premium,Annual,,,25.99,3059,18,0,zoya,India,Rajasthan,Male,1995-02-09,,0,,,2346.0,low,0,0,,1
5192-VJMBD,2020-02-02,Organic,2023-02-02,Basic,Monthly,2023-01-04,Moved to family plan,7.99,239,72,1,kartik,India,Karnataka,Male,1960-08-22,2022-07-15,0,40.0,2.0,1067.0,high,2,0,50.0,9
5209-ECGLE,2021-11-21,Refferal,2026-11-21,Basic,Annual,,,6.99,654,33,0,aditya,India,Uttar Pradesh,Male,1985-04-28,2025-05-24,0,70.0,1.0,1752.0,low,1,0,70.0,3
5220-TDFWL,2025-08-07,Organic,2027-08-07,Basic,Monthly,,,6.99,187,58,0,pallavi,India,Telangana,Male,1966-07-02,2026-06-04,0,60.0,1.0,397.0,med,1,0,60.0,7
5228-JPBEU,2025-03-23,Paid,2027-03-23,Standard,Annual,,,15.99,641,19,0,vikram,India,Maharashtra,Female,1976-12-08,,0,,,534.0,low,0,0,,1
5230-BWWOH,2020-01-14,Organic,2024-01-14,Basic,Monthly,2023-04-15,Moved to family plan,6.99,208,85,1,kavya,India,Punjab,Female,2005-12-31,2022-07-26,0,80.0,2.0,1187.0,high,2,1,45.0,10
5232-YSDYY,2026-09-05,Paid,2027-09-05,Premium,Monthly,,,22.99,222,47,0,asha,India,Gujarat,Male,1983-10-28,,0,,,3.0,low,0,0,,5
5238-MSNOI,2023-02-07,Organic,2024-02-07,Premium,Monthly,2023-12-14,Technical problems,25.99,246,60,1,bhavna,India,Maharashtra,Male,1987-01-26,2023-04-06,1,30.0,1.0,310.0,med,1,1,30.0,8
5246-WBACO,2022-06-11,Organic,2027-06-11,Standard,Annual,,,13.99,1275,43,0,trisha,India,Kerala,Male,1998-01-19,,0,,,1550.0,low,0,0,,5
5247-WFTTX,2020-09-20,Paid,2026-09-20,Basic,Annual,,,7.99,769,44,0,swati,India,West Bengal,Male,1981-08-05,,0,,,2179.0,low,0,0,,5
5255-IOECR,2020-04-25,Refferal,2027-04-25,Premium,Annual,,,22.99,2071,34,0,tarun,India,Rajasthan,Male,2003-01-14,2025-09-04,0,60.0,2.0,2327.0,low,2,0,65.0,3
5258-QSZUQ,2024-09-01,Organic,2027-09-01,Standard,Annual,,,15.99,817,24,0,manish,India,Tamil Nadu,Female,1974-12-15,2025-12-07,0,80.0,1.0,737.0,low,1,0,80.0,2
5263-JZNVT,2023-02-10,Paid,2027-02-10,Premium,Monthly,2026-08-05,Technical problems,22.99,811,81,1,riya,India,Punjab,Female,1968-01-14,2025-02-24,1,40.0,2.0,1272.0,high,2,1,45.0,10
5264-QTRDZ,2022-03-05,Paid,2026-03-05,Basic,Monthly,2026-02-28,Technical problems,7.99,406,85,1,aditya,India,Tamil Nadu,Male,2003-10-10,2024-11-29,0,30.0,2.0,1456.0,high,2,1,35.0,10
5267-ECNVN,2019-10-26,Refferal,2024-10-26,Standard,Monthly,2023-12-10,Technical problems,13.99,611,66,1,ravindra,India,Telangana,Male,1984-12-19,2023-03-15,1,10.0,2.0,1506.0,med,2,1,25.0,9
5267-OTHWI,2022-09-22,Organic,2026-09-22,Premium,Annual,,,22.99,1522,35,0,meera,India,Maharashtra,Female,1976-03-31,,0,,,1447.0,low,0,0,,3
5277-QWJNR,2025-10-27,Paid,2026-10-27,Premium,Monthly,2026-08-09,Billing issue,25.99,255,51,1,pooja,India,Gujarat,Male,2005-08-15,,0,,,286.0,med,0,0,,6
5286-NREVZ,2020-02-10,Refferal,2027-02-10,Standard,Monthly,,,15.99,1740,68,0,amit,India,West Bengal,Male,1989-09-17,2023-12-30,1,40.0,3.0,2402.0,med,3,1,73.3,9
5297-GFIPG,2023-01-15,Organic,2027-01-15,Standard,Annual,,,13.99,1233,15,0,neha,India,Telangana,Male,1995-03-31,,0,,,1332.0,low,0,0,,1
5308-MHZYJ,2025-05-30,Paid,2026-05-30,Standard,Monthly,2026-04-11,Switched to competitor,15.99,145,83,1,abhishek,India,Uttar Pradesh,Male,2006-09-03,2025-10-23,1,30.0,1.0,316.0,high,1,1,30.0,10
5313-TRWJN,2025-05-02,Refferal,2027-05-02,Standard,Annual,,,15.99,627,16,0,swati,India,Kerala,Male,1969-04-02,,0,,,494.0,low,0,0,,1
5321-CHENS,2025-03-26,Organic,2027-03-26,Premium,Monthly,,,25.99,785,54,0,varun,India,West Bengal,Female,1986-10-23,,0,,,531.0,med,0,0,,6
5326-STOGT,2021-07-21,Organic,2027-07-21,Standard,Annual,,,13.99,1397,6,0,nandini,India,Delhi,Male,1971-12-02,,0,,,1875.0,low,0,0,,1
5335-EFTWJ,2019-12-07,Organic,2026-12-07,Basic,Annual,,,6.99,554,33,0,shalini,India,Bihar,Female,1979-09-06,,0,,,2467.0,low,0,0,,3
5341-YORXZ,2023-07-19,Refferal,2027-07-19,Basic,Annual,,,7.99,514,26,0,nandini,India,West Bengal,Male,1965-05-24,2025-02-24,0,90.0,1.0,1147.0,low,1,0,90.0,2
5373-CTFIV,2025-12-28,Refferal,2026-12-28,Standard,Monthly,2026-08-11,Technical problems,15.99,112,58,1,mayank,India,Odisha,Female,1960-10-11,2026-04-28,0,60.0,1.0,226.0,med,1,0,60.0,7
5375-SGQLY,2020-05-12,Paid,2022-05-12,Premium,Monthly,2021-06-11,Poor service quality,22.99,229,74,1,sonal,India,Odisha,Male,1979-11-11,2021-04-14,0,40.0,3.0,395.0,high,3,1,40.0,10
5387-TSAFO,2022-03-03,Paid,2024-03-03,Basic,Monthly,2023-03-28,Poor service quality,6.99,75,68,1,ravindra,India,Haryana,Male,1991-04-04,2022-09-19,0,20.0,2.0,390.0,med,2,0,40.0,9
5389-VSBLT,2022-08-17,Organic,2027-08-17,Standard,Monthly,,,15.99,890,49,0,ananya,India,Rajasthan,Male,1987-07-06,2022-12-27,0,80.0,1.0,1483.0,low,1,0,80.0,6
5398-TOQCW,2026-04-04,Organic,2027-04-04,Premium,Annual,,,22.99,721,12,0,asha,India,Telangana,Male,1968-07-28,,0,,,157.0,low,0,0,,1
5404-MCQSY,2019-10-12,Organic,2026-10-12,Standard,Monthly,,,13.99,1472,53,0,sunita,India,Karnataka,Male,1987-10-07,,0,,,2523.0,med,0,0,,6
5407-VDZQV,2026-02-20,Organic,2027-02-20,Basic,Monthly,2026-08-02,No longer needed,7.99,60,50,1,prateek,India,Telangana,Female,1983-12-27,,0,,,163.0,med,0,0,,6
5422-MUGYI,2022-05-05,Organic,2024-05-05,Basic,Monthly,2024-03-10,Technical problems,7.99,197,70,1,manish,India,Rajasthan,Male,1998-12-14,2022-10-06,1,20.0,1.0,675.0,high,1,1,20.0,9
5423-DLCRR,2022-06-09,Paid,2027-06-09,Standard,Annual,,,15.99,1235,33,0,vikram,India,Uttar Pradesh,Male,1960-04-28,,0,,,1552.0,low,0,0,,3
5430-AYKYW,2023-01-11,Organic,2027-01-11,Basic,Monthly,,,6.99,351,71,0,dinesh,India,Punjab,Male,1976-12-03,,0,,,1336.0,high,0,0,,9
5444-AOKSW,2022-10-06,Organic,2026-10-06,Standard,Monthly,,,13.99,795,48,0,rahul,India,Maharashtra,Female,1992-10-03,,0,,,1433.0,low,0,0,,5
5449-NWLHA,2023-11-09,Organic,2026-11-09,Standard,Monthly,,,13.99,682,47,0,kartik,India,Tamil Nadu,Female,1979-02-04,,0,,,1034.0,low,0,0,,5
5459-STYPP,2022-08-11,Organic,2024-08-11,Standard,Monthly,2024-02-26,Moved to family plan,15.99,333,55,1,sonal,India,Uttar Pradesh,Female,1988-08-29,2023-04-24,0,40.0,1.0,564.0,med,1,0,40.0,7
5466-MFVTR,2024-02-06,Organic,2027-02-06,Standard,Annual,,,15.99,896,5,0,mira,India,Tamil Nadu,Female,2000-04-05,,0,,,945.0,low,0,0,,1
5467-JIVLV,2023-04-26,Organic,2027-04-26,Basic,Monthly,,,6.99,319,46,0,anjali,India,Maharashtra,Female,1966-08-30,,0,,,1231.0,low,0,0,,5
5468-EMWAT,2021-11-10,Organic,2026-11-10,Basic,Annual,,,7.99,698,26,0,juhi,India,Karnataka,Female,1965-01-26,,0,,,1763.0,low,0,0,,2
5477-LAYSN,2021-05-27,Paid,2027-05-27,Basic,Annual,,,7.99,755,31,0,prateek,India,Kerala,Male,1967-03-09,,0,,,1930.0,low,0,0,,3
5481-EPXIO,2025-08-06,Paid,2027-08-06,Basic,Annual,,,6.99,314,27,0,anjali,India,Uttar Pradesh,Female,1990-07-15,,0,,,398.0,low,0,0,,2
5501-OGMCQ,2019-08-17,Refferal,2027-08-17,Standard,Annual,,,13.99,1423,23,0,gaurav,India,Maharashtra,Female,1995-04-28,,0,,,2579.0,low,0,0,,2
5530-NTQBH,2025-12-31,Paid,2026-12-31,Basic,Annual,2026-07-01,Too expensive,7.99,60,53,1,chitra,India,Maharashtra,Male,2005-08-04,2026-05-05,0,50.0,2.0,182.0,med,2,0,35.0,6
5531-OLVBC,2024-09-21,Paid,2026-09-21,Standard,Monthly,2025-12-16,No longer needed,13.99,226,59,1,meera,India,Uttar Pradesh,Female,1972-01-23,,0,,,451.0,med,0,0,,7
5561-QKRUT,2024-03-21,Refferal,2027-03-21,Basic,Monthly,,,7.99,309,52,0,arjun,India,Karnataka,Male,1992-08-24,2024-09-29,0,80.0,1.0,901.0,med,1,0,80.0,6
5573-MZZNL,2024-05-21,Paid,2025-05-21,Basic,Annual,2025-03-19,Moved to family plan,7.99,75,57,1,divya,India,West Bengal,Male,1965-03-02,2024-06-06,1,10.0,1.0,302.0,med,1,1,10.0,7
5583-XDXWN,2024-03-08,Paid,2027-03-08,Basic,Annual,,,6.99,451,44,0,kabir,India,Kerala,Male,1966-05-23,,0,,,914.0,low,0,0,,5
5584-QUZBG,2024-05-22,Paid,2027-05-22,Standard,Monthly,,,13.99,451,56,0,amit,India,Karnataka,Female,2001-05-12,,0,,,839.0,med,0,0,,7
5591-BYIBU,2023-08-02,Organic,2027-08-02,Standard,Monthly,,,13.99,841,67,0,lalita,India,Telangana,Female,1963-08-27,2026-01-01,0,60.0,3.0,1133.0,med,3,0,66.7,9
5601-LHPQX,2021-04-03,Organic,2027-04-03,Premium,Monthly,,,25.99,1834,50,0,aditya,India,Karnataka,Male,2001-03-04,2025-10-24,1,20.0,1.0,1984.0,med,1,1,20.0,6
5604-IXXHN,2020-10-18,Organic,2026-10-18,Basic,Monthly,,,7.99,720,55,0,lalita,India,Delhi,Male,1984-04-04,,0,,,2151.0,med,0,0,,7
5643-KLMTW,2024-03-18,Refferal,2027-03-18,Standard,Monthly,,,13.99,562,65,0,aisha,India,Haryana,Male,1985-03-10,2026-02-16,0,80.0,2.0,904.0,med,2,0,70.0,8
5644-RYLEV,2024-11-06,Organic,2026-11-06,Premium,Monthly,,,22.99,784,60,0,anjali,India,Telangana,Male,1962-03-16,2025-09-20,0,80.0,1.0,671.0,med,1,0,80.0,8
5645-MODYG,2021-11-14,Paid,2023-11-14,Basic,Monthly,2023-10-25,Switched to competitor,7.99,180,76,1,arjun,India,Haryana,Female,1976-11-05,,0,,,710.0,high,0,0,,10
5665-AKHES,2026-04-07,Refferal,2027-04-07,Basic,Annual,,,6.99,239,32,0,ravi,India,Karnataka,Male,1965-02-16,,0,,,154.0,low,0,0,,3
5672-WKUXW,2023-07-07,Paid,2027-07-07,Basic,Annual,,,6.99,429,44,0,tarun,India,Delhi,Male,1979-03-01,2025-12-14,0,70.0,1.0,1159.0,low,1,0,70.0,5
5677-UYIWW,2025-02-13,Organic,2027-02-13,Basic,Annual,,,7.99,333,33,0,naveen,India,Uttar Pradesh,Male,1968-10-05,2026-04-01,0,80.0,1.0,572.0,low,1,0,80.0,3
5681-USLFY,2022-05-12,Paid,2027-05-12,Premium,Annual,,,25.99,2465,8,0,aisha,India,Uttar Pradesh,Female,1967-01-09,,0,,,1580.0,low,0,0,,1
5696-QQPOZ,2026-02-17,Organic,2027-02-17,Basic,Monthly,,,7.99,142,47,0,lalita,India,Nagaland,Male,1966-06-24,,0,,,203.0,low,0,0,,5
